title,reviewer_name,num_reviews,num_followers,star_rating,review_text,num_likes,num_comments
Holly,Mikki,30,14,1,DNF at 7%. You’d think I would learn by now. More politics and constant Covid talk. Nah. I lived through 2020 and Trump and I did just fine. Don’t need the rehashing or bashing.,94,0
Holly,Nilufer Ozmekik,"2,466",50k,5,"Oh, buckle up for the triumphant return of Holly Gibney, Stephen King's ingenious detective, in this chilling novel that dives deep into a midwestern town's sinister secrets.In ""Holly,"" King weaves a masterful tale, throwing readers headfirst into a horror-laden journey. The suspense is palpable, the twists are stomach-churning, and my goodness, did he amp up the horror with some seriously gross twists. But let's talk about Holly. Finally, our beloved recluse turned detective gets her own spotlight, and it's a wild ride. King peels back the layers of Holly's character, delving into her backstory and evolution, and it's an absolute joy to witness. Holly, with her vulnerabilities and uncanny ability to piece things together, shines as the star of this horror mystery. The suspense keeps you on the edge, and the inclusion of familiar faces like Jerome and Barbara adds a layer of depth that fans will appreciate. King's storytelling prowess doesn't just stop at crafting a unique and disturbing narrative; he brilliantly delves into an underlying theme — grief. Watching Holly grapple with her emotions while navigating a twisted investigation is nothing short of brilliance.And let's not forget the impact of Bill Hodges. The quote that kicks off the novel The climax to the ending is nothing short of fantastic, with pure evil antagonists and Holly's epic handling of the situation. I was on the edge of my seat, screaming ""YES!!!"" in my head. The ending is spot-on, reflecting the growth and strength of Holly's character. Now, for the naysayers bringing politics into the mix—come on! King has always infused his fiction with real-world elements, and ""Holly"" is no exception. As for me, I love Holly, the character, and the novel. King effortlessly straddles the crime-mystery and horror genres, delivering a dark narrative that even invaded my dreams. If you've enjoyed Holly's previous adventures, this one's a must-read. And here's a gentle reminder to heed the trigger warnings: homophobic comments, the COVID-19 pandemic, politics, racism, rape, abortion, Alzheimer’s Disease, school shootings etc. Holly's journey, post her mom's COVID-related demise, is gripping, and King excels at writing crime at its best. For the full experience, dive into the Mr. Mercedes trilogy and ""The Outsider"" before embarking on this enthralling journey. The villains may be elderly professors, but the depth of their crimes will leave you horrified and saying plenty of genuine ""ewwwwws."" Holly has nestled her way deep into my heart, and I'm crossing my fingers that this isn't the last we've seen of her. In the realm of King's new releases, this one is a winner.Follow me on medium.com to read my articles about books, movies, streaming series, astrology: medium bloginstagramfacebook twitter",103,0
Holly,Roberta Higginbottom,,3,1,"Book is awful with very little story. It mostly spews Kings views on Politics, Covid, climate change and racism. I care nothing for the views of a wealthy and spoiled man on these subjects.",85,8
Holly,Twerking To Beethoven,400,82,1,"Thank you GR for removing my review because some butthurt fanboy flagged it. Anyways, I still think ""Holly"" sucks arse. Am I going to elaborate? No, but I think it's shite.",86,21
Holly,Jenna ❤ ❀  ❤,846,"1,481",4,"Occasionally someone comments on reviews to let me know it would have been a great! review had I not included politics. They go on to inform me that politics has no place in fiction, and I ruined my review by inserting politics.To those people: 1. You mistake me for someone who cares that a complete stranger who has their head in the clouds doesn't like my review.2. Have you never read Tolstoy, Hugo, Dickens, Dostoyevsky or other many, many classic writers? Dante with his Inferno full of politicians?3. Don't bother with Stephen King's Holly because you'll get butt-hurt, especially if you're a trumper and anti-vaxxer. To everyone else, dive right in!I didn't realize that Holly Gibney (Jibba Jibba) appeared in 5 previous novels. I no doubt missed some references, and didn't know who a couple mentioned characters were because of that. I still enjoyed it and don't think it is necessary to have read those other novels before this one. I'm ambivalent about Holly's character. She didn't make me feel anything. I should have, especially since she's a hypochondriac like me who wore latex gloves and N95 masks even after getting vaccinated (I only ceded those things this summer and still don an N95 at the doctor's).I don't know what it was about Holly, she was a bit of a bore. She also annoyed me with her use of ""fracking"". Just say ""fucking"" already. Remember Annie Wilkes in Misery with her dirty birdies and cockadoodies. That was some entertaining non-swearing Annie Wilkes delivered. Holly and her fracking though, that just made my eyes roll.At one point she let loose with ""fucking"" and I had hope for her. It didn't last long.I loved reading every other character's POV except hers. The story comes together through several characters. My favorites were young Barbara the aspiring poet and her mentor Olivia, and those geriatric, creepo professors emerti.Those two were bonkers. Sadistic and crazy both. Talk about believing shit without proof... Old Professor Harris was a pro at that. I was simultaneously amused and appalled by them. I don't want to say too much and give anything away, though the truth about them is apparent early on. It's no secret Stephen King dislikes trump and he makes that clear in this novel as well. There's also quite a bit about Covid, mask-wearing, vaccinations, anti-vaxxers, BLM, police brutality, racism, and -is this really a thing?- elbow bumps.To those who are turned off by this, King writes in the afterword, ""I think fiction is most believable when it coexists with real-world events, real-world individuals"". I agree. This is a fun read in spite of the seriousness. There's some gore. I don't think I'll ever want a strawberry parfait again.",82,38
Holly,Debra,"2,580",35.6k,3,"""I could never let Holly Gibney go. She was supposed to be a walk-on character in Mr. Mercedes, and she just stole the book and stole my heart. Holly is all her."" - Stephen KingI could not wait to get my hands and eyes on this book. I wanted more Holly and was curious to read a book with her without Bill Hodges in it. Having read the above quote from Stephen King, which is on the back of the book, I knew this was his love letter to her. If any constant readers follow King on social media, you know he is not shy about voicing his politics. Nor was he shy about sharing them in this book. Holly was written during the pandemic and there is a lot (and I mean a lot) of COVID and political talk/opinions in this book. Will it be too soon for some readers? Perhaps, but keep in mind that Holly takes place during COVID. His characters will be wearing masks (or not), washing their hands, not shaking hands, talking about vaccination, etc. Plus, this is King's book, so he is free to write and have his character's feel and express whatever he pleases. I have no problem whatsoever with his viewpoints, but eventually I began to wonder if it was just too much. For the first half of the book, I struggled with getting into the story. It felt slow and honestly, it didn't grab my attention as his other books have. There are some ""bad"" characters in this book doing some bad things, but I wasn’t creeped out by them as I usually am by King's villains. I felt very meh about them. They were not that interesting in my opinion. Peculiar, twisted, bizarre, yes but also bland and I'll say it again meh. What was not meh, was Holly and her approach to solving a case and how she looked at things. The second half of the book, and especially that last third of the book, moved much faster and I was finally invested in the plot. The latter part of the book is also when King cooled off on the political and COVID talk and got to the business of Holly doing detective work. The book began to feel tense and there was a sense of danger at the end which I always enjoy in books in this genre. I so wanted to love this book as I have enjoyed Holly as a character. For me, this was enjoyable but way too slow. I struggle with slow books. Plus, I was hoping to be creeped out. Readers know who the depraved characters are, so we are watching and waiting for Holly to solve her case. King has always written interesting, unique, and engaging characters. No matter how I feel about them, I am usually intrigued and captivated by them. In this book, as I mentioned, Holly was the only one who I felt one way or another about. The other characters just didn't stand out for me until the end. For me, not his best. This won’t stop me from being on the lookout for his future books. King is well, the King of horror in my book. He knows how to spin a yarn. We can't love them all, even books we are highly anticipating. Many are loving this book more than I did, so please read their reviews as well.Read more of my reviews at www.openbookposts.com",95,22
Holly,the good american reader,11,3,1,"This book is a very clear indication of Stephen King's personal political bias. The book is so clearly anti-republican that it damages the storytelling. To think that this came from the same author that wrote Salem's Lot, It, The Green Mile, Pet Semetary, The Perfect Storm and more is flabbergasting! This book makes a very conscious effort to attack Republicans and Trump (by name) frequently. I'm 54 tracks into the audiobook and I'm hoping that the story gets good enough to justify listening to all the political berating. So far, it's not fulfilling that hope. I'm glad that I used an audiobook subscription credit for this instead of paying for it.",76,0
Holly,,,,4,"A folksy King novel significantly focused on Holly's interactions with the Covid pandemic. While on the case she encounters pro-vax and anti-vaxxers. There's also references to the Jan. 6 insurrection, BLM protests, elbow bumps, Zoom funerals and even murder hornets. I didn't find the social commentary too preachy, though it did sometimes read more like Stephen King on Twitter than Holly Gibney the character.Beyond that there's crazy cannibals on the loose. These villains are memorably creepy, for sure, even if a little cartoonish. An author's note at the end has to clarify that eating human organs does not have anti-aging health benefits. I would say it's insulting for King to think his readers are that dumb, but goodness knows anything can be a TikTok challenge these days.Unlike many King novels, but in line with the Mr. Mercedes-related series, the ending is quite good. The finale is dramatic as ever, gory, and emotional. I don't know if this is the last of Holly (King seems to refuse to let her go) but it would also serve as a very satisfying conclusion to the series as a whole.Looking back, it's strange that I'm among the disappointed whenever King announces a new Holly-related book. The Mr. Mercedes trilogy is fantastic, among his best work post-Y2K. The Outsider is wonderful, and If It Bleeds is a nice little adventure as well. Holly is perhaps near the bottom of the list, but still a lovely novel that feels cozy because of King's folksy prose. I've come to very much enjoy following her on a case. Even when there's no real mystery to solve. We know right away who the cannibals are, but watching Holly get closer and closer to unspeakable horror remains a winning formula for me.",74,3
How to Sell a Haunted House,megs_bookrack,"1,727",11.8k,5,"I can't recall when Grady Hendrix and I had a conversation about everything I would love to see in a Horror novel, but the man must have been taking notes!!!This story follows Louise Joyner and her brother, Mark. Louise lives in California, while her brother, Mark, still lives in their hometown of Charleston, South Carolina.The two siblings are not close. They basically only see each other, or talk really, when they are doing things with the rest of the family, like with their Mom, Dad, cousins, Aunts, etc. Otherwise, it's a bit like cats and dogs.So, when Louise receives a random call from Mark, she knows the news can't be good and it's not. It's like the rug has been ripped out from under her.Their parents were killed in an accident. Louise needs to come home right away. It's devastating. She leaves her 5-year old daughter, Poppy, with her ex, packs her things and boards a plane.There's so much to do, the funeral, the estate, but she doesn't want to be dealing with any of it. She just wants to be alone, but unfortunately, when people die they leave things behind that have to be dealt with.Her parents left a lot behind. Of course they did, they weren't expecting to go anytime soon. They built an entire life in Charleston. They lived in the same house that Louise and Mark's Mom grew-up in; decades and decades of stuff, memories, accumulating. How can they get rid of all of that? Stressful! Adding fuel to the fire, there are unexpected turns, mainly involving the wills, that leave Louise and Mark even more at odds.This sounds like a lot, doesn't it? It is. It is for regular people with regular items that need to be dealt with, but what is kept within the walls of Louise and Mark's childhood home isn't exactly what you would call regular.Their Mom was a puppeteer. She hand-made all of her own puppets; hundreds and hundreds of puppets. But even puppets need more friends, so there are dolls and odd taxidermy craft projects as well. Every room seems to have dozens of little eyes watching your every move.From the moment Louise sets foot in the house, she feels like something is off. It's giving her the creeps, she can hardly stand to be in there anymore. Memories overwhelm her. Disturbing incidents from her childhood. Was it just her imagination? Is it now?Regardless of the vibe of the house, her and Mark want to prep it for sale. Both of them need the money. They need this done quick. They'll have to work together.I won't say anything more about the plot of this novel, as I definitely recommend going into it knowing as little as possible. I didn't really know what it involved when I started and I'm so glad. I knew Haunted House, siblings and the fact that their parents had passed away. From that I expected to really enjoy this as I love Horror that explores grief, complicated family dynamics and of course, haunted houses.This story does have all of that, but also much more. The surface level story is so engaging, yet this one runs deep. If you want to unpack it all, there's a lot to explore.Louise and Mark. Their relationship is so complicated. At first, I hated Mark. Not going to lie. I thought he was the biggest jerk to his sister and for no reason. He seemed spoiled to me and jealous of her.As the story builds, you do get back story of their childhood and a lot of interesting things had happened to them; between them. I felt like after reading that stuff, Mark's personality started to make a lot more sense.I loved watching the evolution of their relationship as well. As they began to open up with one another and tried to understand the other's perspective. I thought that was such a nicely done progression. I felt bad that it took the death of their parents for them to have those needed conversations.It was dramatic. I also started to feel a certain way towards their parents and it wasn't very charitable. I felt like they had sort of plagued their own children to grow up with certain issues because of the choices they had made.This won't make sense until you read the novel, but just trust, if you become as invested in this as I did, your emotions will run the full range before you are done. With emotional range in mind, I loved the clever section titles. Well played by Hendrix.I can acknowledge that this book won't be for everyone. I know that. It plays on certain tropes not everyone is going to love, but for me, this was a top-tier Horror story. It was incredibly well-told with compelling characters, deep family issues and themes explored, as well as toe-curling imagery. This played off all of my childhood fears and let's be frank, things I am still afraid of today, even as an adult.I had moments where I had to walk away from it. It was scary to me. Seriously, there were nights when I had to put it down and read a palate cleansing book before I could even attempt to go to sleep. That's a sign of a great story!Thank you so much to the publisher, Berkley, for providing me with a copy to read and review.This was absolutely one of my most anticipated books of the year and it did not disappoint. In fact, I've found a new one to add to my 'Favorites' shelf!!",935,3
How to Sell a Haunted House,Nilufer Ozmekik,"2,466",50k,5,"Annabelle meets Child’s Play in a dysfunctional family drama that includes unresolved sibling problems and a perfect dark sense of humor. I can honestly say that this is the tensest, most nerve-bending, creepiest horror/dark comedy story I've read lately! I chuckled a lot and mostly gave my loudest hysterical laughs, especially during the last third of the book when things got out of control and escalated to a new level of batshit craziness! You tell yourself ""no freaking way it can happen,"" but eventually things happen beyond your imagination, and so many jaw-dropping, shocking moments later, you let out your screams so loud! (I don’t recommend you read this book in public places to avoid getting too much unnecessary attention.) The squirrel nativity attacks, avenging scary dolls popping out their eyes, and a very dangerous puppet trying to possess you! Yes! So many unbelievably scary things happen in this book, and if you like the haunted house theme, buckle up and enjoy the fun from the front seat.Louise is a single mother, 39, living in San Francisco, focusing on her career and her little girl Poppy. She is estranged from her parents and her troublesome brother Mark. One night, Mark calls her and informs her that their parents died in a car accident, and he waited for nearly two days to mention it! Reluctantly, Louise flies to Charleston to go to her childhood house she left years ago, which is filled with the weirdest Annabelle-style dolls and hundreds of puppets her mother made and literally gave life by attending Christian puppet ministry, giving performances with her puppets at churches for years. Let's not forget the lots of taxidermies shelved among the puppets. Louise wants to get rid of everything, go back to her life in San Francisco, hug her daughter, and forget everything else about her house. But her brother keeps pushing her buttons. If the house is sold, she may get rid of financial problems, and she finds herself fighting with her brother for the inheritance. Finally, she gives up, but even though she plans to run away again, the house has no intention of letting her go.Louise and Mark realize that there's something truly threatening about the place, and it's more than just bad energy, a powerful curse, or something scary. There's something very dangerous giving life to vengeful puppets and avenging squirrels. There's something in their house that's so angry, and it has no intention of going anywhere without taking more lives! This book is heart-throbbing and so scary! In the middle of the book, I screamed so much and hid in a closet, imagining that I was being chased by puppets! After I gathered my courage, I pushed myself to wear big girl's pants and an adult diaper to read the rest of it!I adored Louise and Mark's sibling relationship dynamics and how their unreliable perspectives affected their lives. Both of their memories are so subjective, and we realize that nothing is as it seems. Both of them are flawed characters who learn to give themselves second chances!I think I'll have Pupkin-full nightmares for months, but it's truly worth it! If you're okay with family drama and the scariest haunted dollhouse theme, this book is a perfect match for your needs! I'm giving it 5 puppet masters! (It's impossible to give a Grady Hendrix work less than five stars.)Many thanks to NetGalley and Berkley Publishing for sharing this amazing digital reviewer copy with me in exchange for my honest opinions.Follow me on medium.com to read my articles about books, movies, streaming series, astrology: medium bloginstagramfacebook twitter",601,0
How to Sell a Haunted House,MarilynW,"1,318","3,403",3,"How to Sell a Haunted House by Grady HendrixI've never watched one of those haunted doll or haunted puppet movies or one of those teen slashers. I've not watched any horror movies except that spinning head one and wished I hadn't watched that one. But I did enjoy two of Grady's books, kind of, sort of, skipping over grossness when it appeared. So I decided to give this story a try but I'm just too far off the fan base to feel invested. I do like some haunted house stories but this is something else. Louise is living across the country from her childhood home, her parents and her brother. She relationship with them is laden with guilt and resentment. When she gets a phone call that her parents are dead, she wastes no time going home, though. As much as she dreads going home she knows she must go. Louise's brother, Mark, seems to have fared even worse than she has with the moving on from their past, which is actually a part of their present. They need to sell their parents' house but that stalls almost before it starts. Louise and Mark can't stop fighting, extremely weird things keep happening, and the horror with house and their past is ramping up quickly. Is it the house, the contents, the people or all three of those things?It was hard to care though. Louise and Mark aren't very nice people. They may have their reasons and a puppet named Pupkin may be at the head of them but the story is too long and drawn out for me to care enough. At the same time, I know this is a story that others will like a lot. It's funny and horrific and may bring back memories of other haunted objects if that's your kind of thing. I'll be happy to never hear or see the name Pupkin again. Publication: January 17, 2023Thank you to Elisha at Berkley and NetGalley for this ARC.",460,3
How to Sell a Haunted House,Booked and Busy,74,"1,113",1,"This is honestly one of the worst books I’ve ever have had the misfortune of reading. I feel so bad that given our current ecological crisis and the massive paper shortage, that even a single tree had to die for this book to be printed. RIP to the trees 🌲",432,11
How to Sell a Haunted House,LTJ,154,186,4,"“How to Sell a Haunted House” by Grady Hendrix was one of those novels I could not wait to read in 2023. I’m a huge fan of Hendrix as he’s easily one of the best horror authors out there as all his books are unique, creepy, and well, horrific. It’s also great that he adds that touch of dark humor to tie it all together to make each book a memorable read.Now, before I jump into my review, I wanted to let you know of two trigger warnings. If you’re triggered by 9/11 or the insinuation of violence against dogs, those are mentioned in this novel. Please note, Hendrix does a great job not describing or getting into details about violence against dogs, it just insinuates it. As a dog owner, this didn’t bother me at all and I appreciate he wrote it the way he did, so keep that in mind.Moving along, I had no idea what I was getting into with this novel. I enjoyed the characters and pure creepiness to start things off. As a huge rock and metalhead, I loved the Nirvana reference as they were the first band I ever got into so bonus points for that. Even more bonus points for Hendrix thanks to the Stephen King and Shirley Jackson references, two of my all-time favorite authors.In this novel, Hendrix once again showcased his phenomenal writing skills as there were several events and situations that were scary beyond belief. Don’t worry, I won’t spoil anything for you but there were at least 3-5 truly bizarre events that totally and completely blew my mind. I’m talking insanely horrific scenes that I had to re-read a few times because they were that wild and caused me to make faces.Now, to be honest, I felt a few times while reading things dragged on just a bit. This is a complete package of a novel so besides all the horror, character development, and lots of undermining tones of family, religion, mental health, etc., I just got a bit zoned out when I wanted more horror, you know? I love a good story but I felt that if this novel maybe had 50-75 pages trimmed, it would have been a tighter, perfect read.That’s the only ding I’m giving this novel as for the most part, I genuinely loved it. The great climactic building to the insane ending was absolutely fantastic and well, brilliant. I didn’t expect any of that to go down as that totally and completely rocked. I simply couldn’t put this novel down at all towards the end because I was that hooked.I give “How to Sell a Haunted House” by Grady Hendrix a 4/5 as it was a pretty solid read. This novel felt like a modern Child’s Play but taken to a whole new level that I didn’t expect at all. I grew up in the 80s/90s and this has similar vibes to it. The horror scenes, characters, dialogue, and overall plot were very well done by Hendrix. If it weren’t for the few times things dragged on a bit, this would have been a perfect 5/5 in my book. Regardless, I’d highly recommend this to anyone that loves horror or Hendrix as it’s definitely worth reading. Pupkin was here.",307,8
How to Sell a Haunted House,Anne,"4,165",69.8k,4,"Demonic Puppets. Possessed dolls. FAMILY.It's really that last thing that will give you the shivers.Because if you grew up in a weird one, nothing will scare you more than having to go back home and face your fucked-up blood relations. However, if your mom spent her spare time making Christian puppets and collecting dolls, you're in a class all by yourself. You, my friend, get a pass on Christmas and Thanksgiving.No one expects you to go home.Ever.On a side note, I did a stint in my church's Puppet Ministry when I was in middle school, so this book hit me on all the levels. I know what you're thinking, Random Goodreader <-- that Anne is so multi-talented! Reading AND puppets? Is there anything she can't do? Alright. I'll stop.I have to tip my hat to Hendrix because he really nails the voice of that southern religious woman. Perfection, sir. Also. Charleston, South Carolina. It is lovely.But seriously. Come on down to Columbia, Grady. We might be a little more grubby and a tad less touristy, but we still have prayer warriors who will wrap you in a Jesus burrito. Bless.Ok, this takes a little while to get going as Hendrix sets the family scene with little to no horror in sight for quite a good bit. I'd almost forgotten this was supposed to be a spooky story by the time the freaking dolls started moving around and the damn puppet started acting the fool.And normally, I don't like stories that drag on, but this time it worked. Every time I thought the story was going one way or I had a bead on the characters, the author would give the rug a little yank and I'd be on my ass asking what the hell just happened.I don't want to give anything away so I'll just say that this was a good tale.And I now believe that those damn puppets we had in the Children's Ministry at my old church were probably 100% possessed by demons.Recommended for horror fans and puppeteers.",281,3
How to Sell a Haunted House,,,,5,"How is this scary AND funny AND moving AND interesting at the same time? I have no idea. I devoured this. I laughed out loud, sometimes at the scariest parts. I rooted for these characters, even Mark. When I thought it couldn't get more unhinged, it always did, and yet everything made a crazy kind of sense. I loved it.",264,6
How to Sell a Haunted House,Mort,688,"1,444",5,"HOW TO SELL A HAUNTED HOUSE – GRADY HENDRIXFull review available at The Mort Report:https://www.uncomfortablydark.com/bla...When it comes to characterization, a good author can make his characters believable in their actions and dialogue. A great author can make you wonder if he actually lived their lives. Guess where Hendrix falls…Look, I am going to get this out of the way at the start: This is a 400 page novel with a lot of character development. For those who are looking for a fast, back-to-back action story, this one is going to annoy you. You become part of these characters’ lives before the horror starts.Also, while there is still some humor here, it might be little less than the usual Grady Hendrix story.There might be more of an ‘adult’ feel for those who have judged his previous work as not serious enough for their taste.And that’s where I am going to draw my line in the sand:While this is the longest (and probably slowest) story I have read this year, I thought it was fucking brilliant. The second half of this novel picks up the pace and action, and it makes the journey with the characters worthwhile.So…in this one we have puppets. While some might say it is a lost art form, most people don’t get the appeal in the digital age anymore. Which might make it hard for some people to relate – the relationship between puppet and human, that is – and the magic it can create.And I have to admit, I am not one who can get swept up in puppet magic. But, for everything you don’t get about art, there are always the exceptions to the rules. What’s the point I’m trying to make, you ask? Somewhere, out there, beneath the…oops, getting carried away. Okay, let’s take something that is generally considered…well, shit?Mimes.Now, you only get three kinds of people in the world.The first hates mimes.The seconds don’t hate them, but if their car lost control and they were about to plunge into a crowd of people, they will be aiming for the mime.The third are mimes themselves, who would fall into the first category because they hate the competition but they have an intense love of themselves.However, have you heard of David Armand?https://www.youtube.com/watch?v=rPlSW...(For those of you who couldn’t see the link, Google “David Armand Torn”)What this guy has done with famous songs is beyond hilarious. I have watched this about a thousand times and it never stopped being funny. Do yourself a favor, watch his other stuff on YouTube too – he is brilliant! In fact, I am willing to bet that most people who have seen him will swerve away from him if they are the second person and aim for James Blunt…okay, bad example, most people will aim for him to start with, but let’s not offend any fans of other celebrities…So, whether you like mimes (secretly, of course) or not, this guy is entertaining enough to become famous for miming and I think he is brilliant.And the secret is this; write a story about a mime getting killed and most readers would not care. But write a character like David Armand getting killed and the fans will riot.Which brings me back to my point (finally) – I don’t care for puppets or puppeteers, really, but I cared about every single one of these characters in this book.And that’s what Grady Hendrix does so well, especially in this story.I’m not going to say much more – read the blurb, heed my warning and don’t bitch about this one taking a while to get going. For the story that was told, I can’t think of anyone being able to do it better.5 and a half STARS!!",216,0
How to Sell a Haunted House,Jayme,"1,251","2,812",3,"Fans of Grady Hendrix and his CAMPY HORROR should be thrilled with his latest offering, “How To Sell A Haunted House” …but it’s much more CREEPY, than it is SPOOKY. What would make Louise and Mark Joyner’s parents leave their house in such a hurry, the night they lost their lives in a car accident on rain slicked roads?The TV was still on, her Mom’s purse on the counter, her Dad’s cane on the floor and a half eaten Turkey sandwich in the fridge. Oh, and the Attic had been nailed shut. This is what Louise and Mark find when they show up to clear out their parent’s home in preparation for sale. That and their Mom’s CREEPY DOLL collection sitting in the living room, watching the TV. Yes, this house isn’t haunted by “people gone too soon”-it is possessed by dolls and puppets. “A Puppet is a possession that possesses the possessor” And, there is one Puppet, named Punkin, who is clearly in charge. “Punkin home! Punkin home forever!” And, he isn’t about to let you sell his house out from under him! 😳I LOVED “The Southern Book Club’s Guide to Vampire Slaying” (my first Hendrix) but, since I don’t watch Slasher films, much of “The Final Girl Support Group” went over my head. This book would determine if Hendrix is or isn’t an author for me. While, I think it’s now safe to say, that he probably ISN’T, I do think that fans of HIS and fans of horror stories starring demonic dolls and possessed puppets WILL enjoy this one and it’s AVAILABLE NOW!3.5 ⭐️Thank You to Berkley for the gifted copy provided through NetGalley, in exchange for a candid review!",222,8
How to Sell a Haunted House,myo ⋆｡˚ ❀ *,958,"7,414",3,"i don’t really like paranormal stories so unfortunately i just couldn’t take this book seriously, i did like the exploration of sibling relationships but i just couldn’t feel like i was reading a less scary version of goosebumps. i think this is my first 3 star book from grady hendrix in a while which says a lot cus i actually enjoyed the final girl support group.",175,2
How to Sell a Haunted House,Heather,414,16.5k,5,This book was batshit crazy. Killer puppets? A strained sister brother relationship. Like Hendrix knows how to write a creepy ass story and this BY FAR to me was his creepiest.  It’s longer and has a ton of character development but when things get weird they get weird. I couldn’t stop reading.,153,0
